customer_id,customer_name,customer_type,locality,city,state,industry,acquisition_date,preferred_categories,average_order_value,purchase_frequency_per_month,payment_preference,credit_limit,agreed_credit_days,payment_reliability,payer_class,return_probability,discount_sensitivity,churn_probability,is_interstate
CUS000250,Sunil Singh,retail,Andheri West,Mumbai,Maharashtra,N/A (individual),2023-09-20,cables,4295.14,0.188,credit_card,0.0,0,0.8185,normal,0.0856,0.35,0.1562,False
CUS000251,Kirti Technologies,small_business,Khar,Mumbai,Maharashtra,Finance,2022-09-25,cables|feature_phones|smartphones|earbuds,10799.49,0.737,UPI,35000.0,0,0.6785,normal,0.057,0.274,0.0298,False
CUS000252,Anika Agarwal,retail,Nashik,Nashik,Maharashtra,N/A (individual),2024-12-23,tablets|cables,1551.66,0.234,UPI,0.0,0,0.8337,excellent,0.1327,0.088,0.0599,False
CUS000253,Saanvi Pereira,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2025-03-09,accessories|monitors|power_banks,4147.59,1.263,debit_card,0.0,0,0.7121,normal,0.1175,0.923,0.0605,True
CUS000254,Isha Malhotra,retail,Khar,Mumbai,Maharashtra,N/A (individual),2024-10-04,smartphones|speakers,1438.7,0.588,UPI,0.0,0,0.8062,excellent,0.0277,0.62,0.1136,False
CUS000255,Aadhya Pandey,retail,Khar,Mumbai,Maharashtra,N/A (individual),2025-11-10,smartwatches|headphones,2347.4,0.113,cash,0.0,0,0.7744,excellent,0.25,0.274,0.2631,False
CUS000256,Vikram Colaco,retail,Khar,Mumbai,Maharashtra,N/A (individual),2023-07-09,laptops|mice|routers|tablets,2545.45,0.459,credit_card,0.0,0,0.546,normal,0.162,0.112,0.2517,False
CUS000257,Om Tiwari,retail,Bengaluru,Bengaluru,Karnataka,N/A (individual),2025-10-24,webcams,666.35,0.143,cash,0.0,0,0.8094,normal,0.026,0.261,0.1298,True
CUS000258,Golden Solutions,small_business,Dombivli,Mumbai,Maharashtra,Healthcare,2026-03-11,mice|webcams|headphones|keyboards,6467.43,0.894,credit,38000.0,45,0.7384,normal,0.25,0.2,0.1937,False
CUS000259,Amit Gupta,retail,Surat,Surat,Gujarat,N/A (individual),2026-04-05,laptops|mice,2099.32,0.712,UPI,0.0,0,0.6148,normal,0.2408,0.072,0.2109,True
CUS000260,Sai Mobile Point,small_business,Dadar,Mumbai,Maharashtra,Education,2023-03-25,tablets|smartwatches|ups_devices|speakers,15195.24,1.829,bank_transfer,20000.0,15,0.8044,normal,0.1655,0.413,0.2682,False
CUS000261,Diya Gupta,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2023-12-20,chargers|smartphones|feature_phones|power_banks,2160.3,0.436,debit_card,0.0,0,0.9386,excellent,0.146,0.036,0.0699,False
CUS000262,Sneha Bose,retail,Goregaon,Mumbai,Maharashtra,N/A (individual),2026-04-21,smartphones|headphones|power_banks|earbuds,1065.38,0.729,UPI,0.0,0,0.2828,late,0.1424,0.67,0.0616,False
CUS000263,Mumbai Retail,small_business,Powai,Mumbai,Maharashtra,Real Estate,2023-08-11,chargers|routers,12584.27,0.664,credit,36000.0,15,0.3075,normal,0.0836,0.845,0.1155,False
CUS000264,Ritesh Pereira,retail,Nashik,Nashik,Maharashtra,N/A (individual),2024-06-25,speakers|smartwatches|chargers,3769.11,0.929,credit_card,0.0,0,0.4699,normal,0.1418,0.297,0.0936,False
CUS000265,Anika Shaikh,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2025-12-31,power_banks|headphones|routers|smartphones,1834.81,0.3,cash,0.0,0,0.2072,normal,0.1211,0.379,0.0373,False
CUS000266,Suresh Bhatia,retail,Kurla,Mumbai,Maharashtra,N/A (individual),2023-05-18,webcams,1497.83,0.5,UPI,0.0,0,0.6203,normal,0.215,0.219,0.1241,False
CUS000267,Reyansh Patel,retail,Jogeshwari,Mumbai,Maharashtra,N/A (individual),2024-11-12,smartphones,1627.04,0.525,credit_card,0.0,0,0.5918,normal,0.2133,0.282,0.0679,False
CUS000268,New India Gadget Hub,small_business,Indore,Indore,Madhya Pradesh,Retail Trade,2026-01-30,printers|laptops|smartphones|keyboards,7088.81,1.039,credit,173000.0,15,0.632,normal,0.14,0.313,0.0595,True
CUS000269,Farhan Rathod,retail,Khar,Mumbai,Maharashtra,N/A (individual),2026-05-01,laptops|smartwatches,1395.21,0.775,cash,0.0,0,0.4578,normal,0.098,0.301,0.1468,False
CUS000270,Aarav Menon,retail,Chembur,Mumbai,Maharashtra,N/A (individual),2026-02-25,smartphones|feature_phones|smartwatches|speakers,3593.86,0.554,cash,0.0,0,0.1001,late,0.25,0.778,0.0895,False
CUS000271,Sai Chauhan,retail,Indore,Indore,Madhya Pradesh,N/A (individual),2025-05-15,routers|speakers|mice|keyboards,4793.27,0.422,cash,0.0,0,0.5233,normal,0.0502,0.071,0.1133,True
CUS000272,Sai Chopra,retail,Khar,Mumbai,Maharashtra,N/A (individual),2022-11-09,ups_devices|mice|televisions|accessories,4390.97,0.956,debit_card,0.0,0,0.1901,late,0.0227,0.203,0.0909,False
CUS000273,Sunil Mishra,retail,Thane West,Mumbai,Maharashtra,N/A (individual),2022-11-07,power_banks|headphones|mice,2382.84,0.066,credit_card,0.0,0,0.8249,excellent,0.1579,0.256,0.1333,False
CUS000274,Ritesh Verma,retail,Chembur,Mumbai,Maharashtra,N/A (individual),2025-10-05,power_banks|televisions|storage_devices|mice,1314.46,0.307,UPI,0.0,0,0.672,normal,0.0171,0.147,0.0238,False
CUS000275,Ira Malhotra,retail,Borivali,Mumbai,Maharashtra,N/A (individual),2023-07-02,smartphones,845.4,0.141,debit_card,0.0,0,0.6258,normal,0.0606,0.416,0.0876,False
CUS000276,City Gadget Hub,small_business,Vile Parle,Mumbai,Maharashtra,Healthcare,2025-01-01,routers|keyboards,37198.72,2.815,bank_transfer,30000.0,0,0.6798,normal,0.1744,0.489,0.1367,False
CUS000277,Farhan Pereira,retail,Malad,Mumbai,Maharashtra,N/A (individual),2026-01-06,cables|storage_devices|monitors|headphones,1480.1,0.05,cash,0.0,0,0.496,late,0.0649,0.259,0.1686,False
CUS000278,Elite Infotech,small_business,Indore,Indore,Madhya Pradesh,Hospitality,2025-04-06,feature_phones|headphones|laptops|cables,29768.61,3.227,UPI,20000.0,45,0.2447,late,0.25,0.178,0.2223,True
CUS000279,Star Distributors,small_business,Bandra West,Mumbai,Maharashtra,Healthcare,2025-10-25,storage_devices|smartphones|power_banks|headphones,32354.52,1.041,credit,51000.0,30,0.7593,normal,0.0728,0.807,0.219,False
CUS000280,Andheri Traders,small_business,Khar,Mumbai,Maharashtra,Manufacturing,2024-08-10,speakers|televisions|smartphones,13026.9,0.39,bank_transfer,38000.0,30,0.2986,normal,0.25,0.659,0.2171,False
CUS000281,Vinod Nair,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2026-01-11,ups_devices,1498.89,0.185,UPI,0.0,0,0.3186,late,0.1111,0.211,0.2106,True
CUS000282,Kirti Impex Pvt. Ltd.,corporate,Bandra East,Mumbai,Maharashtra,Logistics,2022-10-31,printers|speakers|feature_phones,25000.0,0.909,bank_transfer,274000.0,30,0.8978,excellent,0.0947,0.042,0.1174,False
CUS000283,Ramesh Ansari,retail,Santacruz,Mumbai,Maharashtra,N/A (individual),2025-09-09,headphones|mice|laptops,2544.05,0.757,debit_card,0.0,0,0.0525,late,0.0709,0.037,0.3951,False
CUS000284,Rajesh Jain,retail,Powai,Mumbai,Maharashtra,N/A (individual),2025-02-23,speakers|smartphones|mice,909.48,0.171,UPI,0.0,0,0.5764,normal,0.1381,0.435,0.0661,False
CUS000285,Ishaan Colaco,retail,Indore,Indore,Madhya Pradesh,N/A (individual),2023-07-22,webcams|routers|ups_devices|power_banks,4408.56,0.63,UPI,0.0,0,0.2776,normal,0.1705,0.762,0.2646,True
CUS000286,Karan Iyer,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2026-05-30,chargers,2134.97,0.052,debit_card,0.0,0,0.4026,normal,0.25,0.562,0.2505,True
CUS000287,Anjali Solanki,retail,Chembur,Mumbai,Maharashtra,N/A (individual),2026-05-06,webcams|tablets,1802.92,0.116,UPI,0.0,0,0.7115,normal,0.2178,0.597,0.1019,False
CUS000288,Silver Solutions,small_business,Bengaluru,Bengaluru,Karnataka,Logistics,2023-07-13,power_banks|monitors|tablets|earbuds,5993.56,2.721,credit,21000.0,30,0.8974,normal,0.07,0.601,0.1007,True
CUS000289,Yash Chauhan,retail,Powai,Mumbai,Maharashtra,N/A (individual),2023-09-23,monitors|smartwatches,1544.59,0.065,UPI,0.0,0,0.8651,normal,0.1389,0.164,0.1681,False
CUS000290,Pankaj Banerjee,retail,Bengaluru,Bengaluru,Karnataka,N/A (individual),2022-12-28,monitors|headphones|smartphones,2263.91,0.565,UPI,0.0,0,0.99,excellent,0.25,0.182,0.0362,True
CUS000291,Krishna Agarwal,retail,Delhi,Delhi,Delhi,N/A (individual),2025-01-13,ups_devices|mice,841.16,0.184,UPI,0.0,0,0.6726,normal,0.0401,0.525,0.2422,True
CUS000292,Suresh Trivedi,retail,Ghatkopar,Mumbai,Maharashtra,N/A (individual),2025-01-22,tablets|ups_devices|cables|televisions,1215.89,0.695,UPI,0.0,0,0.5437,normal,0.0692,0.728,0.1826,False
CUS000293,Elite Enterprises,small_business,Nashik,Nashik,Maharashtra,Media,2026-01-02,cables|routers|monitors|tablets,12678.16,1.271,credit,47000.0,15,0.6751,normal,0.25,0.211,0.1834,False
CUS000294,Aadhya Trivedi,retail,Malad,Mumbai,Maharashtra,N/A (individual),2023-03-09,cables,4211.25,0.184,UPI,0.0,0,0.5945,normal,0.0864,0.339,0.2139,False
CUS000295,Sneha Rao,retail,Borivali,Mumbai,Maharashtra,N/A (individual),2022-08-24,feature_phones|accessories|smartwatches,529.98,0.152,UPI,0.0,0,0.7132,normal,0.0584,0.429,0.2212,False
CUS000296,Vinod Desai,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2023-07-12,laptops|routers,1118.75,0.091,UPI,0.0,0,0.5957,normal,0.1938,0.279,0.1347,True
CUS000297,Shree Digital World,small_business,Kandivali,Mumbai,Maharashtra,Logistics,2024-07-08,accessories|chargers|feature_phones|televisions,22505.71,0.434,credit,20000.0,0,0.3583,late,0.0254,0.023,0.2102,False
CUS000298,Aditya Shah,retail,Thane West,Mumbai,Maharashtra,N/A (individual),2025-06-12,webcams|earbuds,3187.81,0.181,credit_card,0.0,0,0.5768,normal,0.0365,0.277,0.0587,False
CUS000299,Sanjay Sharma,retail,Thane West,Mumbai,Maharashtra,N/A (individual),2022-12-10,mice,2085.5,0.713,debit_card,0.0,0,0.4535,normal,0.1343,0.317,0.283,False
CUS000300,Reyansh Mehta,retail,Kurla,Mumbai,Maharashtra,N/A (individual),2022-10-07,accessories,3757.41,0.921,cash,0.0,0,0.5,excellent,0.215,0.115,0.1777,False
CUS000301,Ashok D'Souza,retail,Indore,Indore,Madhya Pradesh,N/A (individual),2022-09-13,tablets|routers|monitors,2271.48,0.281,UPI,0.0,0,0.9,normal,0.1828,0.138,0.2117,True
CUS000302,Sunil Shah,retail,Vashi,Mumbai,Maharashtra,N/A (individual),2026-06-15,smartwatches|keyboards|mice,2506.92,0.197,cash,0.0,0,0.6975,normal,0.085,0.419,0.1771,False
CUS000303,Kirti Mobile Point,small_business,Santacruz,Mumbai,Maharashtra,Hospitality,2024-09-28,televisions|power_banks,23017.81,0.386,credit,20000.0,45,0.2742,normal,0.0569,0.287,0.3933,False
CUS000304,Vinod Kumar,retail,Bengaluru,Bengaluru,Karnataka,N/A (individual),2024-09-27,tablets|routers|smartphones|storage_devices,2187.5,0.749,cash,0.0,0,0.4432,normal,0.0236,0.341,0.201,True
CUS000305,Myra Mishra,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2025-11-17,feature_phones|storage_devices,874.39,0.099,debit_card,0.0,0,0.7683,normal,0.2076,0.553,0.1359,False
CUS000306,Sunita Chauhan,retail,Delhi,Delhi,Delhi,N/A (individual),2024-02-09,headphones|speakers,1513.69,0.319,credit_card,0.0,0,0.6859,normal,0.0725,0.503,0.1588,True
CUS000307,Sai Technologies,small_business,Andheri West,Mumbai,Maharashtra,Manufacturing,2024-05-09,power_banks|mice|storage_devices|chargers,9650.88,0.256,bank_transfer,39000.0,0,0.0553,late,0.2369,0.389,0.4733,False
CUS000308,Alok Mehta,retail,Indore,Indore,Madhya Pradesh,N/A (individual),2026-01-24,storage_devices,1493.33,0.267,UPI,0.0,0,0.7503,normal,0.132,0.241,0.3988,True
CUS000309,Prakash Trivedi,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2025-04-20,chargers|accessories|storage_devices,1282.23,0.403,UPI,0.0,0,0.9602,excellent,0.1329,0.041,0.083,True
CUS000310,Ganesh Gadget Hub,small_business,Khar,Mumbai,Maharashtra,Education,2022-09-23,printers|power_banks,5014.92,0.28,bank_transfer,30000.0,15,0.5649,normal,0.25,0.513,0.0069,False
CUS000311,Pankaj Iyer,retail,Ahmedabad,Ahmedabad,Gujarat,N/A (individual),2024-06-11,monitors|chargers|feature_phones|laptops,1528.15,1.555,UPI,0.0,0,0.4015,normal,0.0899,0.358,0.2526,True
CUS000312,Riya Mehta,retail,Andheri East,Mumbai,Maharashtra,N/A (individual),2023-02-26,ups_devices,2320.2,1.307,UPI,0.0,0,0.5127,normal,0.171,0.29,0.0198,False
CUS000313,Ramesh Verma,retail,Andheri West,Mumbai,Maharashtra,N/A (individual),2023-01-29,feature_phones|tablets,4283.26,1.152,UPI,0.0,0,0.5106,normal,0.0189,0.398,0.1089,False
CUS000314,Suresh Bose,retail,Vile Parle,Mumbai,Maharashtra,N/A (individual),2023-09-01,ups_devices|monitors,4021.37,0.447,UPI,0.0,0,0.6272,normal,0.1463,0.124,0.1543,False
CUS000315,Skyline Enterprises,small_business,Andheri West,Mumbai,Maharashtra,Education,2025-12-21,laptops|storage_devices,9817.67,0.308,bank_transfer,36000.0,15,0.5746,normal,0.25,0.496,0.018,False
CUS000316,Meera Gupta,retail,Chembur,Mumbai,Maharashtra,N/A (individual),2025-01-29,power_banks,1711.15,0.226,UPI,0.0,0,0.9556,excellent,0.1204,0.524,0.0404,False
CUS000317,Mahesh Chopra,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2024-05-16,accessories|smartwatches|power_banks|feature_phones,1199.67,0.451,cash,0.0,0,0.2643,late,0.1503,0.242,0.1236,False
CUS000318,Ira Tiwari,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2025-05-26,routers|feature_phones|tablets|storage_devices,2997.51,0.296,UPI,0.0,0,0.5333,normal,0.2491,0.513,0.0693,False
CUS000319,Sai Distributors,small_business,Dombivli,Mumbai,Maharashtra,Logistics,2022-09-05,speakers|tablets|mice,14182.84,0.312,UPI,31000.0,0,0.6096,normal,0.25,0.901,0.2467,False
CUS000320,Ritesh Mukherjee,retail,Surat,Surat,Gujarat,N/A (individual),2023-10-08,feature_phones|chargers|storage_devices,1776.21,0.816,cash,0.0,0,0.9,normal,0.1603,0.666,0.1584,True
CUS000321,Isha Khanna,retail,Powai,Mumbai,Maharashtra,N/A (individual),2025-02-07,keyboards|accessories,4547.86,0.05,cash,0.0,0,0.9126,excellent,0.1429,0.38,0.1368,False
CUS000322,Meera Pandey,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2024-07-30,smartphones,2475.74,0.278,UPI,0.0,0,0.6588,normal,0.2146,0.711,0.1972,False
CUS000323,Om Impex,small_business,Jogeshwari,Mumbai,Maharashtra,Retail Trade,2023-10-15,earbuds|televisions,41920.31,0.676,bank_transfer,20000.0,0,0.5446,normal,0.0322,0.421,0.1368,False
CUS000324,Anika Malhotra,retail,Santacruz,Mumbai,Maharashtra,N/A (individual),2023-04-15,keyboards|power_banks|monitors|storage_devices,2164.96,0.306,cash,0.0,0,0.3257,normal,0.2404,0.596,0.424,False
CUS000325,Siddharth Fernandes,retail,Andheri West,Mumbai,Maharashtra,N/A (individual),2024-01-21,smartwatches,2804.47,1.396,debit_card,0.0,0,0.5358,normal,0.1466,0.242,0.0491,False
CUS000326,Vivaan Iyer,retail,Kurla,Mumbai,Maharashtra,N/A (individual),2023-05-05,smartphones|keyboards|power_banks,990.23,1.39,debit_card,0.0,0,0.7039,normal,0.0564,0.536,0.1598,False
CUS000327,Kavita Menon,retail,Dadar,Mumbai,Maharashtra,N/A (individual),2023-12-07,webcams|power_banks|chargers|smartwatches,2967.11,0.05,UPI,0.0,0,0.3345,normal,0.2007,0.301,0.3607,False
CUS000328,Royal Impex,small_business,Bandra West,Mumbai,Maharashtra,Retail Trade,2026-05-26,webcams|power_banks|speakers|chargers,6907.27,0.819,credit,33000.0,15,0.5199,normal,0.25,0.457,0.2308,False
CUS000329,Nikhil Reddy,retail,Surat,Surat,Gujarat,N/A (individual),2025-08-22,monitors,3684.34,0.772,UPI,0.0,0,0.7297,normal,0.25,0.28,0.1358,True
CUS000330,Diya Pandey,retail,Powai,Mumbai,Maharashtra,N/A (individual),2023-04-03,printers|smartwatches|tablets|laptops,2211.63,0.178,UPI,0.0,0,0.8069,normal,0.1429,0.34,0.0802,False
CUS000331,Reyansh Mukherjee,retail,Malad,Mumbai,Maharashtra,N/A (individual),2023-12-25,keyboards,1930.3,0.402,cash,0.0,0,0.99,excellent,0.1074,0.274,0.1467,False
CUS000332,Saanvi Sharma,retail,Nagpur,Nagpur,Maharashtra,N/A (individual),2022-09-13,tablets|earbuds,1384.57,0.17,UPI,0.0,0,0.588,normal,0.2258,0.218,0.1599,False
CUS000333,Priya Singh,retail,Andheri West,Mumbai,Maharashtra,N/A (individual),2025-03-16,earbuds|printers,865.37,0.594,debit_card,0.0,0,0.8937,normal,0.25,0.257,0.0443,False
CUS000334,Mahesh Mukherjee,retail,Pune,Pune,Maharashtra,N/A (individual),2022-11-06,feature_phones|storage_devices|smartwatches,2417.91,0.29,UPI,0.0,0,0.7127,normal,0.25,0.22,0.357,False
CUS000335,Aadhya Reddy,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2026-03-18,tablets|cables|power_banks,1470.71,0.15,UPI,0.0,0,0.7579,normal,0.1118,0.433,0.0977,False
CUS000336,Skyline Traders,small_business,Jogeshwari,Mumbai,Maharashtra,Logistics,2026-05-27,ups_devices|tablets|storage_devices,9417.74,0.674,UPI,60000.0,0,0.3787,normal,0.1428,0.073,0.1795,False
CUS000337,Meera Colaco,retail,Bengaluru,Bengaluru,Karnataka,N/A (individual),2023-09-22,routers,5544.03,0.226,credit_card,0.0,0,0.2941,normal,0.2156,0.274,0.2735,True
CUS000338,Vikram Rathod,retail,Vile Parle,Mumbai,Maharashtra,N/A (individual),2025-01-19,tablets|headphones,4057.24,0.257,UPI,0.0,0,0.5155,normal,0.0918,0.237,0.3648,False
CUS000339,Karan Reddy,retail,Bengaluru,Bengaluru,Karnataka,N/A (individual),2025-01-28,televisions|routers|laptops,1253.49,0.05,UPI,0.0,0,0.3657,normal,0.0551,0.415,0.1509,True
CUS000340,National Communications,small_business,Bengaluru,Bengaluru,Karnataka,Logistics,2024-01-18,routers,19240.26,0.1,bank_transfer,108000.0,0,0.6579,normal,0.0065,0.131,0.1682,True
CUS000341,Arjun Gupta,retail,Santacruz,Mumbai,Maharashtra,N/A (individual),2023-05-31,smartphones|chargers,1704.24,0.376,UPI,0.0,0,0.3298,late,0.033,0.738,0.0517,False
CUS000342,Aryan Gupta,retail,Andheri West,Mumbai,Maharashtra,N/A (individual),2024-03-24,keyboards|mice|tablets,1839.89,0.244,UPI,0.0,0,0.7266,normal,0.0994,0.136,0.1651,False
CUS000343,Ganesh Pereira,retail,Kandivali,Mumbai,Maharashtra,N/A (individual),2026-03-14,feature_phones|chargers|cables|routers,1582.2,0.204,UPI,0.0,0,0.5891,normal,0.1211,0.492,0.0098,False
CUS000344,Royal Mobile Point LLP,corporate,Vile Parle,Mumbai,Maharashtra,Media,2024-12-12,chargers|power_banks,37934.81,0.402,bank_transfer,237000.0,30,0.9736,excellent,0.1753,0.157,0.1391,False
CUS000345,United Impex Corp.,corporate,Bandra West,Mumbai,Maharashtra,Real Estate,2023-02-28,feature_phones|monitors,48699.54,1.068,UPI,275000.0,30,0.4917,normal,0.1392,0.355,0.0544,False
CUS000346,Amit Mukherjee,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2023-01-16,earbuds|printers|televisions,7250.65,0.31,cash,0.0,0,0.6212,normal,0.0336,0.355,0.1765,False
CUS000347,Riya Kapoor,retail,Thane West,Mumbai,Maharashtra,N/A (individual),2025-02-27,tablets|mice|routers|smartphones,1595.02,0.232,credit_card,0.0,0,0.459,normal,0.0816,0.449,0.0109,False
CUS000348,Prakash Malhotra,retail,Borivali,Mumbai,Maharashtra,N/A (individual),2023-03-29,smartphones,2906.1,0.462,cash,0.0,0,0.2643,late,0.1883,0.266,0.2855,False
CUS000349,Prime Distributors Corp.,corporate,Thane West,Mumbai,Maharashtra,Healthcare,2025-08-12,monitors|laptops|televisions|headphones,25000.0,0.259,bank_transfer,328000.0,30,0.7351,normal,0.1704,0.705,0.1023,False
CUS000350,Dev Colaco,retail,Powai,Mumbai,Maharashtra,N/A (individual),2023-01-16,feature_phones|routers|monitors,4370.74,0.843,credit_card,0.0,0,0.265,normal,0.25,0.418,0.1862,False
CUS000351,Aryan Gupta,retail,Santacruz,Mumbai,Maharashtra,N/A (individual),2025-08-28,headphones|feature_phones,4081.32,0.426,debit_card,0.0,0,0.7049,normal,0.212,0.183,0.265,False
CUS000352,Suraj Technologies,small_business,Surat,Surat,Gujarat,IT Services,2022-08-15,smartwatches|storage_devices|printers|mice,23754.63,1.587,UPI,26000.0,0,0.5328,normal,0.0322,0.377,0.0988,True
CUS000353,Golden Digital World,small_business,Pune,Pune,Maharashtra,Finance,2026-05-14,smartphones|storage_devices|feature_phones|chargers,6294.41,0.905,bank_transfer,30000.0,0,0.3185,normal,0.1987,0.316,0.2419,False
CUS000354,Ishaan Jain,retail,Delhi,Delhi,Delhi,N/A (individual),2025-02-06,cables|power_banks|chargers|keyboards,702.28,0.545,UPI,0.0,0,0.9649,excellent,0.0995,0.634,0.1608,True
CUS000355,Aryan Desai,retail,Kurla,Mumbai,Maharashtra,N/A (individual),2024-04-16,keyboards|chargers|power_banks,1094.43,0.163,UPI,0.0,0,0.632,normal,0.25,0.438,0.1813,False
CUS000356,New India Mobile Point,small_business,Kandivali,Mumbai,Maharashtra,Education,2026-02-14,televisions,7427.07,0.251,bank_transfer,27000.0,15,0.9,normal,0.25,0.332,0.052,False
CUS000357,Pankaj Yadav,retail,Bandra East,Mumbai,Maharashtra,N/A (individual),2023-11-16,headphones|webcams|smartphones|accessories,733.84,0.385,cash,0.0,0,0.5927,normal,0.0991,0.266,0.1986,False
CUS000358,Krishna Pandey,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2023-03-01,chargers|cables,2913.15,0.075,cash,0.0,0,0.5964,normal,0.1395,0.482,0.0075,False
CUS000359,Kavya Joshi,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2026-03-20,headphones|smartphones|accessories|mice,1949.65,1.216,UPI,0.0,0,0.3685,normal,0.1421,0.217,0.12,False
CUS000360,Amit Fernandes,retail,Vashi,Mumbai,Maharashtra,N/A (individual),2026-03-13,smartwatches|smartphones|routers|monitors,3221.44,0.552,UPI,0.0,0,0.1213,late,0.25,0.287,0.1839,False
CUS000361,Vasant Solutions,small_business,Malad,Mumbai,Maharashtra,Hospitality,2022-08-24,televisions|ups_devices|power_banks|smartwatches,11096.09,0.566,credit,33000.0,45,0.5498,normal,0.2107,0.157,0.306,False
CUS000362,Horizon Traders Corp.,corporate,Kurla,Mumbai,Maharashtra,Manufacturing,2025-06-29,feature_phones|monitors|headphones|power_banks,56950.95,0.944,bank_transfer,167000.0,45,0.595,normal,0.1325,0.488,0.04,False
CUS000363,Yash Vora,retail,Delhi,Delhi,Delhi,N/A (individual),2023-12-12,televisions|mice|ups_devices,1656.14,0.415,UPI,0.0,0,0.131,late,0.25,0.355,0.2977,True
CUS000364,Zara Singh,retail,Mulund,Mumbai,Maharashtra,N/A (individual),2025-01-11,laptops|accessories|headphones,777.95,0.226,UPI,0.0,0,0.8437,excellent,0.1325,0.775,0.1346,False
CUS000365,Ganesh Electronics,small_business,Dombivli,Mumbai,Maharashtra,Retail Trade,2025-07-07,routers|earbuds|monitors|mice,10456.86,0.821,credit,53000.0,30,0.5579,normal,0.25,0.626,0.0425,False
CUS000366,Sunita Khanna,retail,Goregaon,Mumbai,Maharashtra,N/A (individual),2024-12-13,tablets|televisions,2257.27,1.308,UPI,0.0,0,0.3184,normal,0.0601,0.524,0.1583,False
CUS000367,Sai Infotech Corp.,corporate,Andheri West,Mumbai,Maharashtra,Finance,2024-11-03,headphones|earbuds|cables,164019.51,0.083,UPI,325000.0,60,0.6976,normal,0.195,0.078,0.0763,False
CUS000368,Shree Electronics,small_business,Borivali,Mumbai,Maharashtra,Logistics,2025-10-28,tablets|earbuds,12276.54,0.477,UPI,21000.0,30,0.4319,normal,0.1021,0.247,0.1647,False
CUS000369,Priya Gupta,retail,Bandra West,Mumbai,Maharashtra,N/A (individual),2022-08-04,smartwatches|power_banks|speakers,1133.52,0.306,credit_card,0.0,0,0.6603,normal,0.1438,0.507,0.2352,False
CUS000370,Suresh Banerjee,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2026-04-11,tablets|cables,1600.74,0.065,credit_card,0.0,0,0.6109,normal,0.1775,0.598,0.2476,False
CUS000371,Shree Infotech,small_business,Borivali,Mumbai,Maharashtra,Logistics,2026-01-24,tablets,16813.24,1.684,bank_transfer,51000.0,30,0.631,normal,0.04,0.22,0.2925,False
CUS000372,Sanjay Shah,retail,Vashi,Mumbai,Maharashtra,N/A (individual),2022-12-21,monitors|televisions,1036.06,0.05,debit_card,0.0,0,0.6657,excellent,0.1171,0.301,0.3254,False
CUS000373,Yash Yadav,retail,Borivali,Mumbai,Maharashtra,N/A (individual),2022-08-20,cables|laptops|speakers,1857.47,0.201,UPI,0.0,0,0.3636,normal,0.25,0.832,0.1174,False
CUS000374,Sunil Pillai,retail,Dombivli,Mumbai,Maharashtra,N/A (individual),2025-02-11,feature_phones,2184.19,0.411,UPI,0.0,0,0.4792,normal,0.0819,0.241,0.1643,False
CUS000375,Pankaj Chauhan,retail,Powai,Mumbai,Maharashtra,N/A (individual),2022-10-22,storage_devices|keyboards|chargers|smartphones,1985.19,0.141,cash,0.0,0,0.3855,normal,0.0643,0.657,0.101,False
CUS000376,Karan Rao,retail,Pune,Pune,Maharashtra,N/A (individual),2024-05-30,laptops,3240.95,1.6,debit_card,0.0,0,0.2529,late,0.2451,0.108,0.0715,False
CUS000377,Zara Pillai,retail,Jogeshwari,Mumbai,Maharashtra,N/A (individual),2024-01-01,ups_devices,1306.4,0.05,cash,0.0,0,0.438,normal,0.2272,0.284,0.1679,False
CUS000378,Sai Mehta,retail,Goregaon,Mumbai,Maharashtra,N/A (individual),2025-04-19,cables|ups_devices,1208.19,0.389,UPI,0.0,0,0.5389,normal,0.25,0.125,0.112,False
CUS000379,Ganesh Impex,small_business,Vile Parle,Mumbai,Maharashtra,Finance,2023-12-03,speakers,13295.0,1.351,UPI,25000.0,15,0.7609,normal,0.1139,0.311,0.1034,False
CUS000380,Ganesh Traders LLP,corporate,Nagpur,Nagpur,Maharashtra,IT Services,2022-11-16,keyboards|routers,66119.64,0.057,credit,500000.0,30,0.4668,normal,0.1651,0.448,0.0698,False
CUS000381,Aarav Chopra,retail,Andheri West,Mumbai,Maharashtra,N/A (individual),2023-04-03,laptops|keyboards|accessories|power_banks,4199.49,0.24,credit_card,0.0,0,0.078,late,0.0275,0.83,0.1381,False
